id,price_price
2591820310,346391.46875
7974200820,951164.5625
7701450110,1159780.5
9522300010,2316149.75
9510861140,645024.625
1761300310,263007.125
7732410120,743079.25
7010701383,680218.0
291310170,406908.59375
4232901990,572749.375
6840701125,773607.4375
3971700580,383872.71875
4202400078,272458.875
6064800090,380002.8125
2626119028,262041.703125
3303980660,1137637.125
862000020,641230.0625
2386000070,1004935.125
1138000450,352440.5
1775800420,530423.3125
2291401425,350214.6875
2025770560,816047.3125
3525069037,629731.625
9324800450,581389.25
8080400136,484637.15625
8651540040,456801.9375
9407001790,260445.421875
1773101530,190332.546875
9432900250,320133.09375
1794500695,742666.0
2220069003,428998.78125
923000120,493242.3125
5728000060,522513.90625
16000200,273265.84375
1926059094,408480.40625
6672900220,881471.3125
3629860060,767617.0
1822069109,361321.21875
6675500105,369430.75
249000180,2229226.0
226059065,432479.875
396100110,283511.875
9264450460,306816.90625
7853361210,397331.6875
9474700020,276864.5625
421000455,226286.953125
3755200220,390437.84375
7960100075,503939.875
9477100490,353418.6875
9138100350,738905.25
1624049275,382135.34375
2770606890,483057.90625
1157200189,447617.46875
2770601800,503337.15625
9301300805,513049.5
2325069032,999854.5625
1021079099,358703.0
7215730040,738263.9375
1853200080,465419.625
3224600340,666690.0625
3222049120,362344.9375
2113700025,282505.96875
7893207925,165308.546875
3586501085,551590.875
8024200010,463538.71875
7116500705,167361.171875
1598600209,323132.96875
7204200025,1369291.375
4206901505,588551.125
2937300440,820846.4375
7205000180,308937.5625
8718500665,374348.5625
5318101765,748206.9375
4122700020,868072.0
8078700020,497458.3125
3303980680,1014004.6875
8924100372,1734333.0
2781270210,188976.203125
519000043,546656.625
3225069301,1311543.5
151000075,828767.9375
2297400020,410141.09375
6617500085,655256.375
104510180,169646.890625
3528900060,985438.5
3345100286,450879.3125
1226039130,396442.375
8712100720,749969.3125
3037200010,430512.4375
3626039268,439636.0625
104510230,222164.484375
5112800060,384161.75
6072400280,606772.25
5317100570,1309803.875
9528102993,479193.96875
2919201095,560887.9375
6181400920,296187.28125
185000161,237871.171875
8691400010,785932.125
3345700165,549520.25
6151800486,276875.84375
4340000080,1487298.375
4136960010,487546.1875
3634100030,344049.34375
1624059224,1265793.75
2788400090,270031.71875
9828200762,482751.71875
7524400250,556110.625
3528000290,741407.9375
5700003630,2336522.5
2720069019,284266.75
7227501170,239535.359375
2397101270,662853.375
6792100090,656736.0
2770602265,567658.8125
3971700937,297540.0625
422049203,218827.734375
3076500830,273177.625
1423400260,279944.625
9161100795,452983.5
3126049052,519346.25
5100401468,399879.625
514500235,411030.625
1423200170,204209.890625
1402100070,368277.1875
624110020,697816.9375
2407000145,255476.734375
1890000225,777949.4375
1320069271,289807.5625
5490700085,348174.4375
263000155,492766.96875
3726800201,440525.46875
5153200358,281414.125
2725079018,548491.625
7165700200,264132.46875
9429000170,548809.9375
8718500075,436679.90625
1760650950,294040.40625
1068000559,1171283.625
4113800500,600389.125
4077800507,481892.625
2725069150,687634.0
4008400035,562734.1875
7016310270,410940.34375
1432701230,233491.671875
3278606050,383473.75
2473350710,351908.15625
2185000685,190819.515625
7792000025,301491.5
6868200029,458240.1875
624069003,747024.3125
7431500280,818878.6875
3296000040,507935.78125
1118001215,2086962.875
6453900040,796369.0625
333100209,615185.3125
34001765,558538.1875
8946700100,424670.71875
5561401210,642107.5625
6671900095,331042.09375
3275850020,716112.125
3876300600,376039.71875
1450900020,271514.46875
8562780280,316338.875
7663700973,340561.40625
2126049032,399983.96875
1823059159,150883.265625
3438503426,283330.59375
9297301495,543227.625
7140700850,393864.5
7942601805,902752.6875
2555900030,353839.21875
2887970040,295811.3125
7419700010,609808.5625
2239000011,382717.3125
9283800050,361044.6875
9407001340,290740.875
217500140,529526.5625
7212660520,225971.546875
3298201170,324162.5
3057000400,320446.59375
6865200444,486396.53125
6071600340,481397.53125
6821600005,721154.4375
1235100371,907217.9375
7796450340,376211.625
3603000410,180905.234375
9297300255,494312.125
9126100850,588460.3125
2770601462,594700.5
2599001500,236973.640625
1102000095,614957.1875
1853080640,960238.4375
9551201585,981596.8125
3438500796,276467.71875
7518504291,505562.6875
9269200340,416268.46875
715010130,1433447.625
1982201485,519057.125
9526500080,361151.125
9277200180,414237.875
6669150280,308330.4375
8917100153,572740.625
3760500516,826702.3125
2725069050,875583.75
3332000091,329846.59375
8562770080,535855.4375
8151601190,255478.109375
8563040160,576528.625
240000269,656779.4375
4307350200,349366.8125
1311910300,278561.15625
3574900030,519680.3125
7853230570,411075.375
320069049,361354.71875
9839301060,729645.875
7011201333,713918.25
2781320100,261421.609375
3421069120,406657.6875
7852030320,469440.34375
5316101075,2110894.5
5309100750,551126.0625
629000730,705958.1875
511700170,342070.71875
1562100030,590542.625
2489200230,514650.90625
524069116,447888.25
5315100737,908400.625
1868900675,916991.8125
1608000120,368957.78125
705700240,350969.28125
7575600610,302036.59375
1778500015,689528.625
5423500240,170426.046875
6713700025,309878.0625
2734100734,455242.84375
301402280,208130.796875
2113700205,253926.609375
4114601570,2767132.0
3332000615,258365.359375
3630050180,376662.75
6852700520,530271.3125
6870310010,616885.0625
6163900981,310211.625
393000142,373871.71875
1771100130,356657.96875
1442860160,370938.78125
9191200435,585822.25
6788200800,1132316.625
1115300070,701611.5
3176600105,744514.5625
2770604665,633626.625
5469500580,379349.5625
5680000545,382551.8125
3424089119,485810.875
1328300180,298669.875
1773100922,304877.65625
4123830480,329246.3125
9808610190,839964.5625
4250200140,286978.09375
4217402115,3544950.75
3831250350,373859.15625
2397101055,836377.875
6817850110,946120.9375
7526800200,616497.875
7853370100,636202.75
2523089025,963845.0
9476200680,261294.484375
5714200140,411759.4375
3575304895,530721.625
263000018,398341.21875
8080400177,475236.0625
6450304130,317599.375
514500090,555247.25
9477000300,447635.375
853600310,1342234.25
1951600240,251313.015625
1099900120,330666.6875
5323100120,480334.1875
1223089016,389610.5625
522059172,224681.578125
1930300190,741710.625
9542840410,288238.96875
8665050530,487803.90625
5592900205,412988.21875
5450300010,641497.3125
2459960030,311227.09375
3331500455,548851.3125
3432500705,388613.75
3702900165,306419.75
5249803550,428090.8125
626049058,424993.0625
1788900380,166342.546875
8075400360,272044.25
9113200250,747037.375
2738640040,747465.4375
7821200307,542272.125
3530440140,271120.40625
3582700130,438813.46875
9276200569,686766.5625
7197800020,688378.6875
686200490,507361.0
3501600100,442703.96875
6383000690,644454.875
7604400150,322324.875
5249801411,761474.0625
2607720420,412949.21875
9561100010,351822.0625
1796370590,243056.046875
4077800593,397463.9375
854000165,290412.96875
5536100010,593282.75
4188000670,772862.9375
31000165,1506913.625
662350050,956506.0
4137000280,280335.59375
6169901130,917077.5625
1953400510,304929.65625
7518506716,882566.3125
1552520010,355393.5
7955080270,312736.625
9212900100,491826.53125
3438500798,273436.21875
7899800890,262545.09375
4319200605,386262.84375
1329300480,372115.84375
8935100100,698724.0
5016001260,587937.625
4337600280,304692.625
1446401220,215291.359375
7135521530,561379.4375
6888900115,344219.15625
2413301070,288816.21875
345700040,237880.609375
5566100145,411728.875
7634800070,360009.78125
9346910500,623866.6875
3529300060,334541.15625
8128600060,1086091.625
8572900275,229636.828125
4139420590,1330876.5
9274200322,593085.0625
1472700200,557573.75
8820903380,542803.25
8563010130,702960.75
8965450110,801603.875
9274204230,600042.0
8165501700,353844.0625
2193340260,518694.84375
1860600290,880517.9375
1222000055,226616.015625
2492200280,392728.75
2488200455,366333.9375
809001520,1139093.125
1796361140,229827.921875
6398000011,934136.0625
6813600365,557282.0
7504100920,824255.875
8835770330,600830.375
524059322,1018152.0625
4307330280,406397.28125
1245002952,1231945.375
2021069059,216524.296875
5700000595,645242.4375
3629970930,708685.125
3336002215,306026.6875
5100401060,683058.6875
3278600750,358714.5625
1126069045,1195906.125
7568700175,318300.53125
452001475,491489.71875
9283800230,526276.375
1737300130,664099.3125
6189600040,454180.46875
3679400025,514756.8125
1096100010,307583.6875
9513900050,249331.953125
5452800645,833293.1875
273800100,221061.671875
7228500037,482867.5
808300090,439522.40625
2493200215,589414.5625
5035300255,640489.125
3380900160,485135.65625
3630000130,407022.5625
7300400670,313545.46875
6798100070,385671.21875
8078400010,510090.71875
5566100060,459131.78125
2768200212,474111.0625
4035900060,576321.0
9460000110,379748.9375
7199320190,490922.625
2225039081,451340.34375
9512200050,625854.0625
2634500085,274474.09375
3654800200,293749.9375
2724079090,1166194.125
2597520720,726719.5625
3034200426,400367.0625
984000130,306168.6875
7852020670,436544.4375
7923500060,602648.875
2310030510,317842.53125
2205500540,520038.25
2493200015,378447.5
7853361420,553266.0625
5652600605,534184.375
